review_rating,review_text,review_questions_Meal type,polarity,sentiment_model,sentiment_true,accuracy
5,"Had a fantastic experience! The service was warm and welcoming, the space was clean and well-maintained, and everything ran smoothly from start to finish. You can tell there’s a genuine care for customers here. Highly recommend the original!",Dinner,0.4136309523809524,positive,positive,True
5,"They greeted us quickly and gave us a table. Service was paced and patient, but also attentive. Food was delicious and prompt. Great service.",Dinner,0.6333333333333333,positive,positive,True
5,Great service from Stefano! Food was fantastic! Atmosphere was vibing with music playing. And love that they’re open late! Will be back again!,Dinner,0.2708333333333333,positive,positive,True
5,"Tried their Beef Should, delicious! Do try their Tokyo fries; crisp and fresh, it's almost like you're in Tokyo having the real deal. Recommended.",,0.4375,positive,positive,True
5,I ordered the chicken original ramen and it's so good! I literally close my eyes to savor the goodness after my first taste of the hot soup. There's burst of tasty chicken flavor in every bite.,Dinner,0.09166666666666666,neutral,positive,False
4,Good deal for lunch!,,0.875,positive,positive,True
5,"I loved the soup, I wish I had it in Honduras the same exact soup 🍲!",Dinner,0.33749999999999997,positive,positive,True
5,Good food. Especially the ice cream!,Dinner,0.35,positive,positive,True
5,"너무 맛있어요! 밴쿠버 라멘 중에서 제일 맛있어요!!
베지가 특히 맛있었어요",Lunch,0.875,positive,positive,True
5,"Yummy veggie ramen in shoyu, soup strong black pepper flavor, wish there’s some greens leafy veg (ex. Spinach). Fries were fresh. Clean setting. Music a little too loud for me. Overall pleasant experience.",Lunch,0.19739583333333333,positive,positive,True
5,"Tried it in Toronto and now here in Vancouver. Awesome Ramen place, so many options and combo. Not really authentic but you can customize the ramen to your liking.",,0.4166666666666667,positive,positive,True
5,Pretty good food! Had the hot chicken karaage - it was actually spicy 🔥 and the chicken was very moist. Also ordered the fries - very nicely done. Very quick and friendly service. It's great that they're open till midnight because there isn't a lot open downtown Vancouver after 8.,,0.21256410256410257,positive,positive,True
5,"This is my very first experience at Kinton Ramen place
I had Ramen Beef spicy it was sooo nice and delicious 🥰",Lunch,0.6416666666666667,positive,positive,True
5,Excellent food and service as always! Very friendly staff. I ordered the beef spicy garlic ramen and pork gyoza.,Dinner,0.74375,positive,positive,True
5,Everything was perfect the waiters were very polite I definitely recommend it ❤️,Dinner,0.39999999999999997,positive,positive,True
5,The favor is reasonable for me. The service is also good.,,0.44999999999999996,positive,positive,True
5,The favor is reasonable for me. Service is also good.,,0.44999999999999996,positive,positive,True
4,"The vibe of this place was really good, the service was awesome, but I would say that the tsukumen portion was too much, and it cause boredom at the end of the meal, trying to finish all of it. The waitress was polite and always tend to our table",,0.6333333333333333,positive,positive,True
5,"The food in here is very good, also service is fast and everyone is friendly",Dinner,0.49499999999999994,positive,positive,True
5,This is hands down the best ramen I’ve had. The flavors are so authentic and comforting.,Lunch,0.4481481481481482,positive,positive,True
5,"I had the pork spicy garlic ramen with thin noodles at Kinton Ramen in Vancouver, and it was absolutely delicious. The broth was rich, flavorful, and packed with just the right amount of heat and garlic kick. The thin noodles were perfectly cooked and held the flavor well, and the pork was tender and full of umami. The atmosphere was cozy and the service was quick and friendly. If you're craving a hearty, spicy bowl of ramen, this place is definitely worth a visit!",Dinner,0.2812770562770563,positive,positive,True
5,Pork spicy garlic ramen meal was so good,,0.7,positive,positive,True
5,Definitely worth coming back!,,0.15,neutral,positive,False
3,Pretty good ramen and gyoza.,,0.475,positive,neutral,False
5,Amazing food,,0.6000000000000001,positive,positive,True
5,So tasty !! Fast service.,Dinner,0.2,positive,positive,True
5,"Super nice staff, pork gyoza was really good, Tokyo fries super good and crunchy.",,0.5333333333333333,positive,positive,True
5,Everything from the food to the atmosphere and staff were 10/10,,0.0,neutral,positive,False
5,Fire,Lunch,0.0,neutral,positive,False
4,v yums for a quick bite :),Lunch,0.41666666666666663,positive,positive,True
5,"Stopped here on a Friday night and they seated us right away. I've been to the Marine location before, but this was my first time at the Robson location. I ordered the miso veggie ramen and it was delicious, as usual. This restaurant is a lot smaller than the Marine location, but very clean and cozy. Wheelchair accessible washroom is also functional, which is a plus!",Dinner,0.25389136904761905,positive,positive,True
5,"The pork spicy garlic was so delicious, it was worth sweating bullets over!",Dinner,0.6875,positive,positive,True
5,Great ramen spot with friendly staff and fun atmosphere,,0.4916666666666667,positive,positive,True
5,Great food quality! The service was actually pretty good and fast especially on such a busy opening day and the design of the place is quite amazing! Hope to visit again in the future when it's not am hour and a half wait to get in haha!,Dinner,0.30833333333333335,positive,positive,True
5,Amazing! The portion was perfect and the flavor was outstanding. The spicy veggie and miso veggie ramen paired with a hot sake was a perfect combination. 10/10 would have again!,Dinner,0.7,positive,positive,True
5,"Great dishes! And I really like the atmosphere of the place, I will definitely come back.",Lunch,0.3,positive,positive,True
5,We had two ramen from summer menu and they were so refreshing and delicious!!,Dinner,0.75,positive,positive,True
5,Delicious ramen and fast service 😊,Dinner,0.6,positive,positive,True
5,The food is very good! And the staff are kind and friendly!! Definitely would recommend,Lunch,0.546484375,positive,positive,True
5,My favorite ramen spot! The service is fast and the ramen is always good!,Dinner,0.5666666666666667,positive,positive,True
3,"The vegetarian spicy ramen was just okay, not the best. One of the waitresses was unfriendly, and I received a full portion of noodles when I ordered a half portion.",Lunch,0.42083333333333334,positive,neutral,False
5,"BEST RAMEN EVER, such a good place to eat out. Amazing service!",Dinner,0.6125,positive,positive,True
5,"This is now my “go to” places for a hot bowl of Ramen in downtown Vancouver!  I gotta come to this spot at least 2-3 times a week! Love their ramen option, soup bases, and combos! Don’t forget their loyalty program too!! If you’re visiting, this is a must try!!! It’s sure is a “Bowl of Happiness” especially in Raincouver! Staff is very friendly and welcoming!",,0.39241071428571433,positive,positive,True
5,Food is tasty!,Lunch,0.0,neutral,positive,False
5,"Great ramen if you need to get a snack in the middle of the night and you are not in the mood for pizza, burgers, donair etc.

The prices is reasonable for dinner for 2 for $41.99 plus 2 drinks and choice between gyoza (pork or veggie) or Tokyo Fries.

Gyoza is good. Nice and tangy sauce. Perfect bite and filling is seasoned well.

I ordered pork spicy garlic ramen with thick noodles. Noodles was really good as it has that nice chewy texture and you can slurp the noodles up. The soup is really good with the garlic (freshly grated). Hearty soup has the perfect amount of spicy kick.

I like the soup so much that I drank all of it. This is the 2nd place that I drank the entire soup. The 1st place is at a Vietnamese restaurant in Edmonton.

Highly recommend this ramen place if you are in the mood for a snack in the middle of the night.",Lunch,0.3838888888888889,positive,positive,True
5,"비 오는 날씨라서 뜨끈한 국물 먹으려고 들렀습니다. 별점도 좋아서 선택해봤는데 평 좋은 이유가 있습니다.

라멘 너무 맛있고 너무 짜지 않고 간도 적당해요! 면은 thin noodle로 골랐는데 라멘은 이런 면이 딱 좋은 것 같아요 :) 너무 맛있습니다. 오늘 같은 날씨에도 딱 어울리는 메뉴예요!",Lunch,0.577922077922078,positive,positive,True
5,Good texture of the noodle.,Dinner,0.7,positive,positive,True
5,"Went at a chiller time, got served right away.
The hard boiled eggs were to die for wish I’d ordered extra!!",Lunch,-0.0019841269841269957,neutral,positive,False
5,Burnt shoyu ramen,Dinner,0.0,neutral,positive,False
5,Great Chicken Shoyu :),Lunch,0.23333333333333336,positive,positive,True
5,Delicious! Just the right amount for me! Kept me warm on a chilly day 🫶🏻,,0.3392857142857143,positive,positive,True
5,Noodle is nicely chewy and the broth is rich. I like it!,Lunch,0.534375,positive,positive,True
5,"Nice, fast service, good food",Lunch,0.5,positive,positive,True
5,아주 맛있게 먹고 갑니당,,1.0,positive,positive,True
4,"The spicy garlic pork ramen here is one of the best ramens in the city. Complex, perfectly balanced, rich. Actually spicy.

A handful of things ruffled my feathers:
-portion was about 15% smaller than most ramen places
-i get salty when ramen costs more than $20. i get that post-pandemic vancouver demands these prices, especially on this part of robson street.
-it’s repugnant and deplorable when businesses offer discounts or freebies for 5-star ratings on google. Totally undermines the rating system and makes it useless. It’s a double shame, because they genuinely have 5-star food.
-in the year 2025, they have a physical stamp card, and it only gets you gyoza after 10 ramens.

Danbo remains undefeated.",Lunch,0.1484375,neutral,positive,False
5,Absolutely Incredible Ramen!!,Dinner,1.0,positive,positive,True
5,"I ordered the Pork Spicy Garlic ramen, and it was really savory and delicious! The server was kind, and the interior was clean. It's a nice restaurant!",Dinner,0.5833333333333333,positive,positive,True
5,Amazing,,0.6000000000000001,positive,positive,True
4,무난하게 먹기 좋은 곳 같습니다..! 토핑이 다양하게 들어가있어서 좋았어요😄,Dinner,0.22499999999999998,positive,positive,True
5,Great food 8/10,Lunch,0.8,positive,positive,True
5,すごくおいしかったです。,Lunch,1.0,positive,positive,True
1,"This restaurant gives free ice cream when you review, hence why there are so many positive reviews.

Report the restaurant for giving incentives as follows: go to ""Edit"" then ""Report Business Conduct"".

Broth was disappointing and bland. Noodles were well cooked. Toppings were okay but nothing special. Music was so loud that my chair shook the whole time. Overall would not come back. Other ramen joints like Ramen Danbo are more worth the money.",Lunch,0.15662492269635125,positive,negative,False
5,Everything was so good!,,0.875,positive,positive,True
5,Nice place and delicious food 💗,Lunch,0.8,positive,positive,True
5,Great service and good food!,,0.8375,positive,positive,True
5,The staff behavior is so friendly,Brunch,0.375,positive,positive,True
5,"I arrived late into Van, and this was open after 10pm. It was perfectly cromulent ramen at any hour of the day let alone 11pm. I'm not in the Van Ramen elitist space, but I've eaten enough bowls to say this was tasty. I've had Danbo. I've had it in Japan. Price and quality are good, and this location is open for sitting past 10pm.",Dinner,0.16428571428571428,positive,positive,True
5,I like it so much a come here many times,Dinner,0.35,positive,positive,True
5,I had the Chicken Original Ramen and it was delicious. The taste of salt and pepper was just perfect. Love the egg and amazing noodles!!,Dinner,0.5354166666666667,positive,positive,True
5,Food tasted just right and came quickly. Nice atmosphere.,Dinner,0.44285714285714284,positive,positive,True
5,"Swift and professional lunch time eats, cheers.",Lunch,0.1,neutral,positive,False
5,I love their Ramen!🍜,Lunch,0.5,positive,positive,True
5,"Reasonable price ramen spot, Good for quick lunch!",,0.43888888888888883,positive,positive,True
5,Great service and delicious ramen! I love this place 😁👍,Dinner,0.7666666666666666,positive,positive,True
5,super cosy and tasty,Lunch,0.3333333333333333,positive,positive,True
5,깨끗하고 맛있고 친절해요,Other,0.5805555555555556,positive,positive,True
5,"spicy pork ramen 먹었는데, 엄청 맛있었어요!",,1.0,positive,positive,True
5,My favourite place in vancouver you should check it out,,0.0,neutral,positive,False
5,Perfect,Dinner,1.0,positive,positive,True
5,"Nice view, nice food",Lunch,0.6,positive,positive,True
5,"A tiny restaurant, it is hard to fit a big group",,0.027083333333333334,neutral,positive,False
5,Love the chicken ramen 🍜,Dinner,-0.04999999999999999,neutral,positive,False
5,The best ramen I’ve ever tried. Service is amazing!,Lunch,0.875,positive,positive,True
5,"We had the burnt shoyu ramen, the broth has a nice smoke flavor, it was delicious!",Dinner,0.8,positive,positive,True
5,"Pork miso ramen was delicious and the broth was extremely savoury! Quick service on a Saturday, would come back!",Lunch,0.2942708333333333,positive,positive,True
5,Very yummy spicy ramen. Noodle is very tasty,,0.2,positive,positive,True
5,I love the ramen and chicken karaage!,Lunch,-0.125,neutral,positive,False
5,Best ramen!,,1.0,positive,positive,True
5,Great ramen in a clean and friendly place!,,0.545138888888889,positive,positive,True
5,Very yummy Tokyo fries!!,Dinner,0.3125,positive,positive,True
5,Great experience!!!!,Dinner,1.0,positive,positive,True
5,The food was really delicious and the workers were very kind and thoughtful.,Dinner,0.7266666666666667,positive,positive,True
5,Filling Ramen and the burnt Shoyu Ramen,Dinner,0.0,neutral,positive,False
5,"Delicious & fast service, couldn't ask for more!",Lunch,0.6083333333333333,positive,positive,True
4,Ordered spicy garlic pork….. quite spicy! Slurp up!,Lunch,0.0,neutral,positive,False
5,Amazing food!,,0.7500000000000001,positive,positive,True
5,Great food!,,1.0,positive,positive,True
4,Friendly workers just weren’t super attentive but great food left very full and satisfied,Lunch,0.40904761904761905,positive,positive,True
5,Great food!,Lunch,1.0,positive,positive,True
5,"Super Laden, sehr gutes Essen",Lunch,0.855,positive,positive,True
5,"Great ramen, food was great, staff is friendly! Even had fries for our son!",,0.7286458333333333,positive,positive,True
5,Love the beats.   Makes me wanna get up and dance.  Awesome service. Even more awesome person. Gyoza really good. Edamame make baby happy good. Burnt Shoyu Ramen was good and had a very unique taste but it was extremely good.,Lunch,0.70875,positive,positive,True
4,Good ramen!,Lunch,0.875,positive,positive,True
5,Great dinner. Good value single combo and happy hour is even better value. Highly recommend.,Dinner,0.4814285714285715,positive,positive,True
5,"Great food, good service! I had the Burnt Shoyu Ramen and it was delicious! The sparkling yuzu lemonade was refreshing!",Dinner,0.825,positive,positive,True
4,"Broth is milky, not too salty. Pork is grilled. Gyoza is crispy because it’s deep fried. Service is fast, friendly and helpful.",Dinner,0.19166666666666665,positive,positive,True
5,"Burnt shoyu ramen was something I've never tried before, and I'm glad I did. I'll be back.",Lunch,0.25,positive,positive,True
5,Amazing service and food!,Lunch,0.7500000000000001,positive,positive,True
5,"Very good food, broth was very tasty and filling definitely would recommend to others to try.",,0.36999999999999994,positive,positive,True
5,Amazing,,0.6000000000000001,positive,positive,True
5,Food is very good! I like Pork Shoyu.,Dinner,1.0,positive,positive,True
5,Great food!! I tried the Burnt Shoyu Ramen. No complaint.,Dinner,0.575,positive,positive,True
5,Great ramen in a very central location. Came for lunch and their combo deal was amazing! The gyoza (pork) was the best! Ramen was super tasty!,Lunch,0.5933333333333334,positive,positive,True
5,I had a great experience here:),Lunch,0.65,positive,positive,True
5,"They have beef ramen with beef soup base! Great for non-pork eaters. I liked it better than the beef ramen bowls I've had in Tokyo.

-the Tokyo fries is literally just regular fries with seaweed and fish flakes on top",Dinner,0.2333333333333333,positive,positive,True
5,"awesome ramen!  It was a pleasant dinner with a nice atmosphere, friendly staff, and delicious ramen :)",Dinner,0.701388888888889,positive,positive,True
5,Amazing Ramen and very friendly staff 😍,,0.5437500000000001,positive,positive,True
5,Always an amazing meal @Kintonramen,Dinner,0.6000000000000001,positive,positive,True
5,The restaurant was nice and clean. The staff were very respectful and attentive. I got the chicken original and the pure chicken broth was just so comforting and hits the spot every time. The service was quick and the staff came to check on our table frequently.,Lunch,0.1839285714285714,positive,positive,True
5,Great ramen !,,1.0,positive,positive,True
4,Good value at this location for a convenient lunch,,0.7,positive,positive,True
5,What a great addition to the neighborhood! This was my first shoyu and it was delish! Service is friendly & efficient. The portion is big. Definitely coming back.,,0.28125,positive,positive,True
5,Best Ramen in Downtown Vancouver,,1.0,positive,positive,True
5,We dined in and got 3 kinds of ramen and the takoyaki and they were all delicious.,Dinner,1.0,positive,positive,True
5,"The burnt shoyu ramen at Kinton Ramen was so delicious, with not too much fat and not too salty. The smokiness creates a perfect balance and  the noodles are so good we had a double serving to finish the ramen and all its yumminess.  Service was professional friendly and the atmosphere authentic.",Dinner,0.48437500000000006,positive,positive,True
4,so awesome,Lunch,1.0,positive,positive,True
5,Good food and atmosphere!,,0.875,positive,positive,True
5,My wife and I recently visited Kinton Ramen on Robson and really loved the Veggie Spicy Garlic ramen. The taste is amazing! Highly recommend it!,Lunch,0.41250000000000003,positive,positive,True
5,I went there with my friend. we really enjoyed the ramen:) I highly recommend you guys to order pork original,,0.38375,positive,positive,True
5,Lovely place and I love the ambiance.,Lunch,0.5,positive,positive,True
5,"Loved the ramen, and the teas were relaly great!",Dinner,0.85,positive,positive,True
5,The location is convenient on Robson street. Their veggie original is yummy!,,0.46875,positive,positive,True
5,Good ramen and attentive service. I ordered the shoyu ramen as usual and it was delicious.,Dinner,0.4625,positive,positive,True
5,"Delicious food . I had their special , a pork ramen bowl",Dinner,0.6785714285714286,positive,positive,True
5,I had the spicy beef ramen and it was delicious. I would definitely recommend.,Dinner,0.5,positive,positive,True
5,"Great ramen, will come back again",Dinner,0.4,positive,positive,True
4,"We came here for their anniversary of $9.99 ramen. I tried the pokr spicy garlic, and it was super umami. A good deep broth is a good quality ramen. The spicy was too much for me. I wonder if I can ask for less spice next time. One of their chashu is torched, and the other one isn't, but both are soft. I found out that their original shio tonkotsu version includes an egg, so that is a good incentive to try that one next time!

We also tried their spicy beef garlic, but the flavor was lacking compared to the pork.",,0.2347222222222222,positive,positive,True
5,Great environment with delicious food,Lunch,0.9,positive,positive,True
5,"10 out of 10.

Will definitely come back here. 👌",,0.0,neutral,positive,False
5,I used to eat in Kinton in Toronto and the taste really great and the same with Kinton Vancouver. Thank you for being consistent with your recipe.,Brunch,0.35000000000000003,positive,positive,True
5,Good food and nice staffs!,,0.725,positive,positive,True
5,Great Food,,0.8,positive,positive,True
5,"Had the Burnt Shoyu Ramen and it was packed with flavor! Rich broth, perfectly cooked egg, and crispy gyozas on the side. Great vibes, cold Sapporo—I’ll definitely be back!",Dinner,0.31499999999999995,positive,positive,True
5,Me gusto mucho,,0.6,positive,positive,True
5,Pork spicy garlic 라면 먹었는 데 너무 맛있었어용!!,,1.0,positive,positive,True
5,Comida deliciosa! Personal súper amable.,,0.5694444444444444,positive,positive,True
5,"You are amazing! Food was ready soon, it was hot as it should. Super tasty",,0.38333333333333336,positive,positive,True
5,"Excellent service, very prompt and the food was amazing! I had the chicken ramen and it was super flavorful!",Dinner,0.35333333333333333,positive,positive,True
5,Delicious food. The noodles were perfect. I had the original beef and added chili powder to my liking. My daughter had the spicy pork… both soo delicious. Want to return when we return on vacation.,,0.84375,positive,positive,True
5,The Ramen broth was literally so good and I would definitely come here again.,Lunch,0.35,positive,positive,True
5,It’s really good and affordable!! (For when you’re trying to find something new) if there was a 10 star option I would definitely do that!!!!,Dinner,0.37878787878787873,positive,positive,True
4,We had a very good experience dining here. They are open until 12am which makes it very accessible and convenient. We got the original chicken and burnt shoyu ramen. The chicken ramen broth was not too salty. The burnt shoyu ramen very rich and flavorful. We liked how they included an egg in each ramen. We will come back again :),Dinner,0.21600000000000003,positive,positive,True
5,excellent,,1.0,positive,positive,True
5,Delicious! Best ramen I’ve had in Vancouver.,,1.0,positive,positive,True
5,One of the best ramen places in Downtown Vancouver. The spicy garlic ramen is must try.,Dinner,1.0,positive,positive,True
5,"My boyfriend, sister and I went for the promotion of 10$ ramen bowls! It was a fantastic experience!! We had to wait in line for an hour but that was very expected! The service was lovely, the ramen was DELICIOUS, and the prices are great, even without the promotional day! The quality of the broth, add ons, meat and noodles are awesome! We will 100% be back 🙏",Dinner,0.5660714285714286,positive,positive,True
4,Food was not bad. Good service nice and quick. Good decoration,,0.5366666666666666,positive,positive,True
5,"Good quality, perfect taste!",Dinner,0.85,positive,positive,True
5,I tried the pork spicy garlic ramen and I like it! Will come again in the future!!,Lunch,0.0,neutral,positive,False
5,"Had the chicken ramen, very tasty. Friendly service and great atmosphere:)",Lunch,0.255,positive,positive,True
5,"Veggie Shoyu is delicious!
Great place and atmosphere ✨",,0.9,positive,positive,True
5,It was really delicious and flavourful! Third time being here.,Dinner,0.5,positive,positive,True
5,Amazing food and servicd,,0.6000000000000001,positive,positive,True
5,Very attentive members of staff and pleasant dining ambience,,0.6266666666666667,positive,positive,True
5,Delicious food that I put in my mouth,Dinner,1.0,positive,positive,True
5,Great.,,0.8,positive,positive,True
5,Great.,,0.8,positive,positive,True
5,yum yum yum. finished the whoooooole thing,,0.0,neutral,positive,False
3,The ramen tasted too authentic for my liking.,Lunch,0.5,positive,neutral,False
5,Good for small gatherings we ordered meal for 4 and it’s not bad. Just not a place to be staying long,Dinner,0.18749999999999994,positive,positive,True
1,"not worthy of a 4.7 rated ramen spot… broth was not flavourful, service was spotty, lights are blinding, no vibes",,-0.16666666666666666,negative,negative,True
5,We ordered the meals for two beef ramen and was extremely delicious……,Lunch,-0.125,neutral,positive,False
5,Great ramen! Soup is also good,,0.85,positive,positive,True
4,Came here with friends and sat at the noodle bar. Loved watching the chefs prepare our food! Get the thin noodles - highly recommend!,Lunch,0.225,positive,positive,True
5,"Service was very time efficient at such a busy time of day, and food came out very quickly. Overall great experience with delicious food and pleasant service.",,0.40476190476190477,positive,positive,True
5,Highly recommend.  Simple but savory.  Prices are affordable too,,0.08,neutral,positive,False
5,The combo was really delicious that too offered in reasonable price. Loved the spice level of ramen.. would definitely recommend this cute place!!!!!,,0.58,positive,positive,True
5,This is my first time here and I like it. I walked pass it every day when I go to work and finally I got a chance to visit it today.  It’s a very casual place with relax environment.,Dinner,-0.13333333333333333,neutral,positive,False
5,Bueno food’o,Dinner,0.7,positive,positive,True
5,Great service and fabulous ramen!,Dinner,0.65,positive,positive,True
5,The spicy garlic soup is full of flavour while the original soup seemed to be a bit heavy on the cream instead of actual bone broth. The ramen was perfectly cooked to be al dente for both thick and thin noodles. The ramen egg is not standard and is an add-on option with the ramen order. Service was quick and efficient. There was not much of a wait for our dinner visit on a Saturday evening (after a hockey and soccer game).,Dinner,0.059848484848484824,neutral,positive,False
5,Original pork ramen with Shirataki noodle was great! Nice atmosphere and central Vancouver location,Lunch,0.49375,positive,positive,True
5,"Visiting from Winnipeg and chose this ramen place based on the pics on the internet. Did not disappoint! Lovely wood wall and ambiance, kid friendly meal (chicken and rice Donburi and Tokyo fries.) affordable options and authentic ramen. Definitely recommend!",Lunch,0.155,positive,positive,True
5,My first time trying this place and this beef shoyu ramen 🥰 The flavor was totally different from other ramen shop I have tried before. Super flavorful and hearty 😋😋😋😋😋 Will come back next time,,0.07638888888888888,neutral,positive,False
5,Great ramen everrrr!,Lunch,1.0,positive,positive,True
5,"food was amazing and we were seated right away. very yummy, would come here again",Dinner,0.36190476190476195,positive,positive,True
5,"So yummy! The wait staff were accommodating, kind, and professional. Food was delicious!",Dinner,0.5666666666666667,positive,positive,True
5,The ramen was on point! Delicious and incredibly tasty!,Dinner,1.0,positive,positive,True
4,"Food & service is good. Nice ambiance but tables are too small. Coat hangers are necessary for Vancouver restaurants as we have rainy & windy season almost all year long. Unfortunately, they did not think about this, so it was aan unpleasant dining experience for me having to put my coats on the floor.",Dinner,-0.021428571428571446,neutral,positive,False
5,Very good,Dinner,0.9099999999999999,positive,positive,True
5,Really good original. Good portion.,Dinner,0.5916666666666667,positive,positive,True
5,"very savory, good portion",,0.44999999999999996,positive,positive,True
5,"ramen here so gooddd, will comeback here soon",Dinner,0.0,neutral,positive,False
5,So good !,,0.875,positive,positive,True
5,"I’m very surprised with the quality of the Ramem, it’s delicious. I totally recommend it! I’ll come back for sure (:",Dinner,0.32599999999999996,positive,positive,True
5,Great food and environment. Highly recommended.,Dinner,0.48000000000000004,positive,positive,True
5,NICE,Dinner,0.6,positive,positive,True
5,First time here an the food is delicious,,0.625,positive,positive,True
5,Food tastes really good! Must try!,Lunch,1.0,positive,positive,True
5,"Amazing Ramen here, highly recommend the beef original or the burnt shoyu ramen.  Broth is amazing",Lunch,0.4337500000000001,positive,positive,True
5,Great service!,Lunch,1.0,positive,positive,True
5,"Cool place for ramen, with multiple ways to adjust your ramen. Also has meal combos",,0.175,positive,positive,True
5,"Ramen was delicious! I had the pork original ramen. The broth was very flavourful, and my favourite part was the seasoned egg!",,0.471875,positive,positive,True
5,"The ramen is very tasty, especially the seasoned egg!",Lunch,0.1708333333333333,positive,positive,True
5,Good,Dinner,0.7,positive,positive,True
4,excellent ramen!,Dinner,1.0,positive,positive,True
5,맛있었습니다!:),Dinner,0.75,positive,positive,True
5,한국인에게는 스파이시랑 기본포크가 맛있어요! 스파이시에는 마늘이 많이들어가요 기본 외에는 계란 제공이 안돼요,Lunch,0.3333333333333333,positive,positive,True
5,Amazing ramen! Great flavour from the shoyu beef. The good for two meal was well worth along with the substitution of a Sapporo. Service was quick and super friendly. Definitely would visit again.,,0.44895833333333335,positive,positive,True
4,So good. I was craving ramen and this hit the spot!,Lunch,0.875,positive,positive,True
4,"awesome service, good food, chill place",Lunch,0.85,positive,positive,True
5,Friendly and delicious!! 100% recommend if you’re in the area :),Dinner,0.625,positive,positive,True
5,Excellent,Dinner,1.0,positive,positive,True
4,"Got the beef original. And it was a solid 8/10!

Price is very reasonable $16.99 at the time of writing this review",Dinner,0.21166666666666667,positive,positive,True
3,I would have preferred a stronger flavor.,Dinner,0.0,neutral,neutral,True
5,i got a burnt shoyu ramen combo and they were nice and filling 😌 it was a perfect late dinner spot,Dinner,0.43333333333333335,positive,positive,True
5,Great place,Lunch,0.8,positive,positive,True
4,"Pork original ramen is delicious + the tokyo fries are a most :-)
Atmosphere is so-so.",Lunch,0.59375,positive,positive,True
4,"Ramen was sooo good, the pork original one. Order the Tokyo fries if you love takoyaki flavors. Overall excellent meal.",Dinner,0.515,positive,positive,True
5,Great food!,,1.0,positive,positive,True
5,"The noodles are delicious, and the place has a great atmosphere with a fantastic location.",Dinner,0.7333333333333334,positive,positive,True
4,"Friendly, quick service, delicious ramen yum",,0.5694444444444444,positive,positive,True
5,Love the donburi,,0.5,positive,positive,True
5,Recommend,Brunch,0.0,neutral,positive,False
